Ano;Desmatamento (km²);Área protegida;LIRA;Categoria;Categoria 2
2019;3,75;APA Da Baixada Maranhense;Não;UC;APA
2018;0,96;APA Da Baixada Maranhense;Não;UC;APA
2017;9,33;APA Da Baixada Maranhense;Não;UC;APA
2016;2,96;APA Da Baixada Maranhense;Não;UC;APA
2015;0,91;APA Da Baixada Maranhense;Não;UC;APA
2014;5,46;APA Da Baixada Maranhense;Não;UC;APA
2013;11,65;APA Da Baixada Maranhense;Não;UC;APA
2012;2,14;APA Da Baixada Maranhense;Não;UC;APA
2011;16,83;APA Da Baixada Maranhense;Não;UC;APA
2010;8,21;APA Da Baixada Maranhense;Não;UC;APA
2009;11,98;APA Da Baixada Maranhense;Não;UC;APA
2008;45,84;APA Da Baixada Maranhense;Não;UC;APA
2018;0,07;APA Da Regiã£O Do Maracanã£;Não;UC;APA
2014;0,5;APA Da Regiã£O Do Maracanã£;Não;UC;APA
2011;0,2;APA Da Regiã£O Do Maracanã£;Não;UC;APA
2010;0,29;APA Da Regiã£O Do Maracanã£;Não;UC;APA
2008;2,48;APA Da Regiã£O Do Maracanã£;Não;UC;APA
2020;0,65;APA Das Reentrã¢Ncias Maranhenses;Não;UC;APA
2019;1,3;APA Das Reentrã¢Ncias Maranhenses;Não;UC;APA
2018;0,56;APA Das Reentrã¢Ncias Maranhenses;Não;UC;APA
2017;2,56;APA Das Reentrã¢Ncias Maranhenses;Não;UC;APA
2016;0,3;APA Das Reentrã¢Ncias Maranhenses;Não;UC;APA
2015;1,47;APA Das Reentrã¢Ncias Maranhenses;Não;UC;APA
2014;3,44;APA Das Reentrã¢Ncias Maranhenses;Não;UC;APA
2013;1,04;APA Das Reentrã¢Ncias Maranhenses;Não;UC;APA
2012;0,35;APA Das Reentrã¢Ncias Maranhenses;Não;UC;APA
2011;1,61;APA Das Reentrã¢Ncias Maranhenses;Não;UC;APA
2010;2,68;APA Das Reentrã¢Ncias Maranhenses;Não;UC;APA
2009;7,1;APA Das Reentrã¢Ncias Maranhenses;Não;UC;APA
2008;5,86;APA Das Reentrã¢Ncias Maranhenses;Não;UC;APA
2019;0,17;APA - Baixo Rio Branco;Não;UC;APA
2016;0,07;APA - Baixo Rio Branco;Não;UC;APA
2014;0,06;APA - Baixo Rio Branco;Não;UC;APA
2013;0,09;APA - Baixo Rio Branco;Não;UC;APA
2011;0,07;APA - Baixo Rio Branco;Não;UC;APA
2010;0,5;APA - Baixo Rio Branco;Não;UC;APA
2009;1,25;APA - Baixo Rio Branco;Não;UC;APA
2008;0,35;APA - Baixo Rio Branco;Não;UC;APA
2019;2,21;APA  Tapuruquara;Não;UC;APA
2018;0,26;APA  Tapuruquara;Não;UC;APA
2017;0,23;APA  Tapuruquara;Não;UC;APA
2016;0,21;APA  Tapuruquara;Não;UC;APA
2015;0,28;APA  Tapuruquara;Não;UC;APA
2014;0,61;APA  Tapuruquara;Não;UC;APA
2012;1,03;APA  Tapuruquara;Não;UC;APA
2011;1,21;APA  Tapuruquara;Não;UC;APA
2010;0,76;APA  Tapuruquara;Não;UC;APA
2009;0,1;APA  Tapuruquara;Não;UC;APA
2008;0,14;APA  Tapuruquara;Não;UC;APA
2019;0,06;APA Da Chapada Dos Guimarãƒes;Não;UC;APA
2011;0,08;APA Da Chapada Dos Guimarãƒes;Não;UC;APA
2009;0,54;APA Da Chapada Dos Guimarãƒes;Não;UC;APA
2008;0,06;APA Da Chapada Dos Guimarãƒes;Não;UC;APA
2011;0,11;APA Da Regiãƒo Metrolpolitana De Belã‰M;Não;UC;APA
2015;0,28;APA Das Cabeceiras Do Rio Cuiabã;Não;UC;APA
2014;0,46;APA Das Cabeceiras Do Rio Cuiabã;Não;UC;APA
2013;0,13;APA Das Cabeceiras Do Rio Cuiabã;Não;UC;APA
2012;0,23;APA Das Cabeceiras Do Rio Cuiabã;Não;UC;APA
2010;0,16;APA Das Cabeceiras Do Rio Cuiabã;Não;UC;APA
2009;0,52;APA Das Cabeceiras Do Rio Cuiabã;Não;UC;APA
2010;0,06;APA De Algodoal-Maiandeua;Não;UC;APA
2020;0,06;APA De Alter Do Chãƒo;Não;UC;APA
2019;0,21;APA De Alter Do Chãƒo;Não;UC;APA
2018;0,07;APA De Alter Do Chãƒo;Não;UC;APA
2016;0,13;APA De Alter Do Chãƒo;Não;UC;APA
2015;0,13;APA De Alter Do Chãƒo;Não;UC;APA
2014;0,06;APA De Alter Do Chãƒo;Não;UC;APA
2013;0,52;APA De Alter Do Chãƒo;Não;UC;APA
2012;0,08;APA De Alter Do Chãƒo;Não;UC;APA
2011;0,07;APA De Alter Do Chãƒo;Não;UC;APA
2010;0,52;APA De Alter Do Chãƒo;Não;UC;APA
2008;0,58;APA De Alter Do Chãƒo;Não;UC;APA
2019;6,03;APA De Presidente Figueiredo - Caverna Do Moroaga;Não;UC;APA
2018;2,52;APA De Presidente Figueiredo - Caverna Do Moroaga;Não;UC;APA
2017;4,82;APA De Presidente Figueiredo - Caverna Do Moroaga;Não;UC;APA
2016;3,77;APA De Presidente Figueiredo - Caverna Do Moroaga;Não;UC;APA
2015;4,78;APA De Presidente Figueiredo - Caverna Do Moroaga;Não;UC;APA
2014;3,26;APA De Presidente Figueiredo - Caverna Do Moroaga;Não;UC;APA
2013;1,81;APA De Presidente Figueiredo - Caverna Do Moroaga;Não;UC;APA
2012;2,88;APA De Presidente Figueiredo - Caverna Do Moroaga;Não;UC;APA
2011;5,5;APA De Presidente Figueiredo - Caverna Do Moroaga;Não;UC;APA
2010;4,98;APA De Presidente Figueiredo - Caverna Do Moroaga;Não;UC;APA
2009;6,89;APA De Presidente Figueiredo - Caverna Do Moroaga;Não;UC;APA
2008;13,17;APA De Presidente Figueiredo - Caverna Do Moroaga;Não;UC;APA
2020;0,07;APA De Sãƒo Geraldo Do Araguaia;Não;UC;APA
2016;0,65;APA De Sãƒo Geraldo Do Araguaia;Não;UC;APA
2014;0,18;APA De Sãƒo Geraldo Do Araguaia;Não;UC;APA
2013;0,14;APA De Sãƒo Geraldo Do Araguaia;Não;UC;APA
2012;0,12;APA De Sãƒo Geraldo Do Araguaia;Não;UC;APA
2011;0,09;APA De Sãƒo Geraldo Do Araguaia;Não;UC;APA
2010;0,36;APA De Sãƒo Geraldo Do Araguaia;Não;UC;APA
2009;0,15;APA De Sãƒo Geraldo Do Araguaia;Não;UC;APA
2008;1,87;APA De Sãƒo Geraldo Do Araguaia;Não;UC;APA
2020;3,54;APA Do Arquipã‰Lago Do Marajã“;Não;UC;APA
2019;3,62;APA Do Arquipã‰Lago Do Marajã“;Não;UC;APA
2018;0,96;APA Do Arquipã‰Lago Do Marajã“;Não;UC;APA
2017;4,44;APA Do Arquipã‰Lago Do Marajã“;Não;UC;APA
2016;2,91;APA Do Arquipã‰Lago Do Marajã“;Não;UC;APA
2015;1,79;APA Do Arquipã‰Lago Do Marajã“;Não;UC;APA
2014;1,48;APA Do Arquipã‰Lago Do Marajã“;Não;UC;APA
2013;3,04;APA Do Arquipã‰Lago Do Marajã“;Não;UC;APA
2012;1,75;APA Do Arquipã‰Lago Do Marajã“;Não;UC;APA
2011;3,8;APA Do Arquipã‰Lago Do Marajã“;Não;UC;APA
2010;33,28;APA Do Arquipã‰Lago Do Marajã“;Não;UC;APA
2009;7,76;APA Do Arquipã‰Lago Do Marajã“;Não;UC;APA
2008;5,2;APA Do Arquipã‰Lago Do Marajã“;Não;UC;APA
2020;0,34;APA Do Igarapã‰ Gelado;Não;UC;APA
2019;0,1;APA Do Igarapã‰ Gelado;Não;UC;APA
2016;0;APA Do Igarapã‰ Gelado;Não;UC;APA
2013;0,11;APA Do Igarapã‰ Gelado;Não;UC;APA
2010;0,12;APA Do Igarapã‰ Gelado;Não;UC;APA
2008;1,25;APA Do Igarapã‰ Gelado;Não;UC;APA
2010;0,06;APA Do Juã;Não;UC;APA
2008;0,17;APA Do Juã;Não;UC;APA
2020;23,48;APA Do Lago De Tucurui;Não;UC;APA
2019;16,42;APA Do Lago De Tucurui;Não;UC;APA
2018;17,47;APA Do Lago De Tucurui;Não;UC;APA
2017;13,98;APA Do Lago De Tucurui;Não;UC;APA
2016;19,81;APA Do Lago De Tucurui;Não;UC;APA
2015;27,55;APA Do Lago De Tucurui;Não;UC;APA
2014;6,98;APA Do Lago De Tucurui;Não;UC;APA
2013;11,87;APA Do Lago De Tucurui;Não;UC;APA
2012;8,83;APA Do Lago De Tucurui;Não;UC;APA
2011;16,4;APA Do Lago De Tucurui;Não;UC;APA
2010;26,79;APA Do Lago De Tucurui;Não;UC;APA
2009;19,92;APA Do Lago De Tucurui;Não;UC;APA
2008;46,58;APA Do Lago De Tucurui;Não;UC;APA
2016;0,12;APA Do Rio Madeira;Não;UC;APA
2011;0;APA Do Rio Madeira;Não;UC;APA
2009;0,42;APA Do Rio Madeira;Não;UC;APA
2008;0,21;APA Do Rio Madeira;Não;UC;APA
2020;69,57;APA Do Tapajã“S;Não;UC;APA
2019;65,54;APA Do Tapajã“S;Não;UC;APA
2018;39,95;APA Do Tapajã“S;Não;UC;APA
2017;32,15;APA Do Tapajã“S;Não;UC;APA
2016;30,86;APA Do Tapajã“S;Não;UC;APA
2015;34,32;APA Do Tapajã“S;Não;UC;APA
2014;28,34;APA Do Tapajã“S;Não;UC;APA
2013;32,49;APA Do Tapajã“S;Não;UC;APA
2012;22,26;APA Do Tapajã“S;Não;UC;APA
2011;13,5;APA Do Tapajã“S;Não;UC;APA
2010;8,13;APA Do Tapajã“S;Não;UC;APA
2009;15,17;APA Do Tapajã“S;Não;UC;APA
2008;16,47;APA Do Tapajã“S;Não;UC;APA
2019;0,4;APA Dos Campos De Manicorã‰;Não;UC;APA
2018;0,11;APA Dos Campos De Manicorã‰;Não;UC;APA
2017;0,27;APA Dos Campos De Manicorã‰;Não;UC;APA
2016;0,12;APA Dos Campos De Manicorã‰;Não;UC;APA
2011;0,17;APA Dos Campos De Manicorã‰;Não;UC;APA
2010;0,04;APA Dos Campos De Manicorã‰;Não;UC;APA
2009;0,23;APA Dos Campos De Manicorã‰;Não;UC;APA
2020;1,14;APA Igarapã‰ Sãƒo Francisco;Não;UC;APA
2019;2,84;APA Igarapã‰ Sãƒo Francisco;Não;UC;APA
2018;1,89;APA Igarapã‰ Sãƒo Francisco;Não;UC;APA
2017;0,84;APA Igarapã‰ Sãƒo Francisco;Não;UC;APA
2016;1,9;APA Igarapã‰ Sãƒo Francisco;Não;UC;APA
2015;0,58;APA Igarapã‰ Sãƒo Francisco;Não;UC;APA
2014;0,41;APA Igarapã‰ Sãƒo Francisco;Não;UC;APA
2013;0,61;APA Igarapã‰ Sãƒo Francisco;Não;UC;APA
2012;1,51;APA Igarapã‰ Sãƒo Francisco;Não;UC;APA
2011;1,96;APA Igarapã‰ Sãƒo Francisco;Não;UC;APA
2010;0,55;APA Igarapã‰ Sãƒo Francisco;Não;UC;APA
2009;0,72;APA Igarapã‰ Sãƒo Francisco;Não;UC;APA
2008;2,52;APA Igarapã‰ Sãƒo Francisco;Não;UC;APA
2019;1,75;APA Ilha Do Bananal/Cantãƒo;Não;UC;APA
2018;2,34;APA Ilha Do Bananal/Cantãƒo;Não;UC;APA
2017;2,5;APA Ilha Do Bananal/Cantãƒo;Não;UC;APA
2016;16,99;APA Ilha Do Bananal/Cantãƒo;Não;UC;APA
2015;16,86;APA Ilha Do Bananal/Cantãƒo;Não;UC;APA
2014;7,31;APA Ilha Do Bananal/Cantãƒo;Não;UC;APA
2013;32,8;APA Ilha Do Bananal/Cantãƒo;Não;UC;APA
2012;2,59;APA Ilha Do Bananal/Cantãƒo;Não;UC;APA
2011;2,33;APA Ilha Do Bananal/Cantãƒo;Não;UC;APA
2010;6,76;APA Ilha Do Bananal/Cantãƒo;Não;UC;APA
2009;7,37;APA Ilha Do Bananal/Cantãƒo;Não;UC;APA
2008;9,44;APA Ilha Do Bananal/Cantãƒo;Não;UC;APA
2019;0,09;APA Lago De Santa Isabel;Não;UC;APA
2016;0,11;APA Lago De Santa Isabel;Não;UC;APA
2015;0,1;APA Lago De Santa Isabel;Não;UC;APA
2014;0,01;APA Lago De Santa Isabel;Não;UC;APA
2012;0,1;APA Lago De Santa Isabel;Não;UC;APA
2010;0,46;APA Lago De Santa Isabel;Não;UC;APA
2008;0,11;APA Lago De Santa Isabel;Não;UC;APA
2019;0,17;APA Lago Do Amapã;Não;UC;APA
2018;0,08;APA Lago Do Amapã;Não;UC;APA
2016;0,07;APA Lago Do Amapã;Não;UC;APA
2014;0,1;APA Lago Do Amapã;Não;UC;APA
2011;0,12;APA Lago Do Amapã;Não;UC;APA
2009;0,09;APA Lago Do Amapã;Não;UC;APA
2019;3,14;APA Margem Direita Do Rio Negro- Setor Paduari-Solimã•Es;Não;UC;APA
2018;1,45;APA Margem Direita Do Rio Negro- Setor Paduari-Solimã•Es;Não;UC;APA
2017;2,65;APA Margem Direita Do Rio Negro- Setor Paduari-Solimã•Es;Não;UC;APA
2016;2,16;APA Margem Direita Do Rio Negro- Setor Paduari-Solimã•Es;Não;UC;APA
2015;2,82;APA Margem Direita Do Rio Negro- Setor Paduari-Solimã•Es;Não;UC;APA
2014;3,85;APA Margem Direita Do Rio Negro- Setor Paduari-Solimã•Es;Não;UC;APA
2013;2,25;APA Margem Direita Do Rio Negro- Setor Paduari-Solimã•Es;Não;UC;APA
2012;1,45;APA Margem Direita Do Rio Negro- Setor Paduari-Solimã•Es;Não;UC;APA
2011;3,71;APA Margem Direita Do Rio Negro- Setor Paduari-Solimã•Es;Não;UC;APA
2010;7,32;APA Margem Direita Do Rio Negro- Setor Paduari-Solimã•Es;Não;UC;APA
2009;8,38;APA Margem Direita Do Rio Negro- Setor Paduari-Solimã•Es;Não;UC;APA
2008;2,02;APA Margem Direita Do Rio Negro- Setor Paduari-Solimã•Es;Não;UC;APA
2019;1,11;APA Margem Esquerda Do Rio Negro-Setor Aturiã-Apuauzinho;Não;UC;APA
2018;0,07;APA Margem Esquerda Do Rio Negro-Setor Aturiã-Apuauzinho;Não;UC;APA
2017;0,52;APA Margem Esquerda Do Rio Negro-Setor Aturiã-Apuauzinho;Não;UC;APA
2016;0,45;APA Margem Esquerda Do Rio Negro-Setor Aturiã-Apuauzinho;Não;UC;APA
2015;0,15;APA Margem Esquerda Do Rio Negro-Setor Aturiã-Apuauzinho;Não;UC;APA
2014;0,46;APA Margem Esquerda Do Rio Negro-Setor Aturiã-Apuauzinho;Não;UC;APA
2013;0,31;APA Margem Esquerda Do Rio Negro-Setor Aturiã-Apuauzinho;Não;UC;APA
2012;0,39;APA Margem Esquerda Do Rio Negro-Setor Aturiã-Apuauzinho;Não;UC;APA
2011;0,52;APA Margem Esquerda Do Rio Negro-Setor Aturiã-Apuauzinho;Não;UC;APA
2010;1,67;APA Margem Esquerda Do Rio Negro-Setor Aturiã-Apuauzinho;Não;UC;APA
2009;1,41;APA Margem Esquerda Do Rio Negro-Setor Aturiã-Apuauzinho;Não;UC;APA
2008;0,11;APA Margem Esquerda Do Rio Negro-Setor Aturiã-Apuauzinho;Não;UC;APA
2019;1,45;APA Margem Esquerda Do Rio Negro-Setor Tarumãƒ Aã‡U-Tarumãƒ Mirima;Não;UC;APA
2018;0,4;APA Margem Esquerda Do Rio Negro-Setor Tarumãƒ Aã‡U-Tarumãƒ Mirima;Não;UC;APA
2017;0,37;APA Margem Esquerda Do Rio Negro-Setor Tarumãƒ Aã‡U-Tarumãƒ Mirima;Não;UC;APA
2016;0,08;APA Margem Esquerda Do Rio Negro-Setor Tarumãƒ Aã‡U-Tarumãƒ Mirima;Não;UC;APA
2014;0,32;APA Margem Esquerda Do Rio Negro-Setor Tarumãƒ Aã‡U-Tarumãƒ Mirima;Não;UC;APA
2013;0,51;APA Margem Esquerda Do Rio Negro-Setor Tarumãƒ Aã‡U-Tarumãƒ Mirima;Não;UC;APA
2012;0,71;APA Margem Esquerda Do Rio Negro-Setor Tarumãƒ Aã‡U-Tarumãƒ Mirima;Não;UC;APA
2011;0,28;APA Margem Esquerda Do Rio Negro-Setor Tarumãƒ Aã‡U-Tarumãƒ Mirima;Não;UC;APA
2010;3,94;APA Margem Esquerda Do Rio Negro-Setor Tarumãƒ Aã‡U-Tarumãƒ Mirima;Não;UC;APA
2009;0,86;APA Margem Esquerda Do Rio Negro-Setor Tarumãƒ Aã‡U-Tarumãƒ Mirima;Não;UC;APA
2008;0,17;APA Margem Esquerda Do Rio Negro-Setor Tarumãƒ Aã‡U-Tarumãƒ Mirima;Não;UC;APA
2017;0,07;APA Meandros Do Araguaia;Não;UC;APA
2016;0,06;APA Meandros Do Araguaia;Não;UC;APA
2015;0;APA Meandros Do Araguaia;Não;UC;APA
2013;0;APA Meandros Do Araguaia;Não;UC;APA
2012;0,07;APA Meandros Do Araguaia;Não;UC;APA
2011;0,69;APA Meandros Do Araguaia;Não;UC;APA
2010;0,57;APA Meandros Do Araguaia;Não;UC;APA
2008;0,22;APA Meandros Do Araguaia;Não;UC;APA
2014;0,21;APA Municipal Do Aricã-Aã‡U;Não;UC;APA
2013;0,08;APA Municipal Do Aricã-Aã‡U;Não;UC;APA
2011;0,15;APA Municipal Do Aricã-Aã‡U;Não;UC;APA
2009;0,59;APA Municipal Do Aricã-Aã‡U;Não;UC;APA
2016;0,09;APA Nhamundã;Não;UC;APA
2012;0,04;APA Nhamundã;Não;UC;APA
2011;0,07;APA Nhamundã;Não;UC;APA
2010;0,52;APA Nhamundã;Não;UC;APA
2019;0,85;APA Paytuna;Não;UC;APA
2018;0,46;APA Paytuna;Não;UC;APA
2017;0,27;APA Paytuna;Não;UC;APA
2016;1,28;APA Paytuna;Não;UC;APA
2015;0,25;APA Paytuna;Não;UC;APA
2014;0,37;APA Paytuna;Não;UC;APA
2013;0,89;APA Paytuna;Não;UC;APA
2012;0,12;APA Paytuna;Não;UC;APA
2011;0,42;APA Paytuna;Não;UC;APA
2010;0,36;APA Paytuna;Não;UC;APA
2009;0,46;APA Paytuna;Não;UC;APA
2008;0,54;APA Paytuna;Não;UC;APA
2020;436,28;APA Triunfo Do Xingu;Não;UC;APA
2019;436,1;APA Triunfo Do Xingu;Não;UC;APA
2018;333,62;APA Triunfo Do Xingu;Não;UC;APA
2017;209,83;APA Triunfo Do Xingu;Não;UC;APA
2016;421,9;APA Triunfo Do Xingu;Não;UC;APA
2015;176,72;APA Triunfo Do Xingu;Não;UC;APA
2014;120,68;APA Triunfo Do Xingu;Não;UC;APA
2013;84,08;APA Triunfo Do Xingu;Não;UC;APA
2012;70,88;APA Triunfo Do Xingu;Não;UC;APA
2011;81,72;APA Triunfo Do Xingu;Não;UC;APA
2010;159,36;APA Triunfo Do Xingu;Não;UC;APA
2009;197,44;APA Triunfo Do Xingu;Não;UC;APA
2008;254,34;APA Triunfo Do Xingu;Não;UC;APA
2019;0,71;ARIE Seringal Nova Esperanã‡A;Não;UC;ARIE
2018;0,55;ARIE Seringal Nova Esperanã‡A;Não;UC;ARIE
2017;0,61;ARIE Seringal Nova Esperanã‡A;Não;UC;ARIE
2016;0,78;ARIE Seringal Nova Esperanã‡A;Não;UC;ARIE
2015;0,89;ARIE Seringal Nova Esperanã‡A;Não;UC;ARIE
2014;1,31;ARIE Seringal Nova Esperanã‡A;Não;UC;ARIE
2013;0,27;ARIE Seringal Nova Esperanã‡A;Não;UC;ARIE
2012;2,22;ARIE Seringal Nova Esperanã‡A;Não;UC;ARIE
2011;0,34;ARIE Seringal Nova Esperanã‡A;Não;UC;ARIE
2010;0,29;ARIE Seringal Nova Esperanã‡A;Não;UC;ARIE
2009;0,25;ARIE Seringal Nova Esperanã‡A;Não;UC;ARIE
2008;0,13;ARIE Seringal Nova Esperanã‡A;Não;UC;ARIE
2011;0;ARIE Japiim Pentecoste;Não;UC;ARIE
2009;0;ARIE Japiim Pentecoste;Não;UC;ARIE
2018;0,08;APA Taruma/Ponta Negra;Não;UC;APA
2017;0,1;APA Taruma/Ponta Negra;Não;UC;APA
2016;0,07;APA Taruma/Ponta Negra;Não;UC;APA
2015;0,29;APA Taruma/Ponta Negra;Não;UC;APA
2014;0,11;APA Taruma/Ponta Negra;Não;UC;APA
2013;0,28;APA Taruma/Ponta Negra;Não;UC;APA
2012;0,87;APA Taruma/Ponta Negra;Não;UC;APA
2011;0,2;APA Taruma/Ponta Negra;Não;UC;APA
2010;1,02;APA Taruma/Ponta Negra;Não;UC;APA
2009;0,38;APA Taruma/Ponta Negra;Não;UC;APA
2008;0,4;APA Taruma/Ponta Negra;Não;UC;APA
2015;0,15;APA Ambiental Xeriuini;Não;UC;APA
2011;0,08;APA Ambiental Xeriuini;Não;UC;APA
2020;0,08;ESEC Alto Mauã©S;Não;UC;ESEC
2019;0,54;ESEC Alto Mauã©S;Não;UC;ESEC
2010;0,31;ESEC Alto Mauã©S;Não;UC;ESEC
2009;0,17;ESEC Alto Mauã©S;Não;UC;ESEC
2018;0;ESEC Do Rio Ronuro;Não;UC;ESEC
2009;0;ESEC Do Rio Ronuro;Não;UC;ESEC
2020;2,96;ESEC Do Rio Roosevelt;Não;UC;ESEC
2019;1,11;ESEC Do Rio Roosevelt;Não;UC;ESEC
2017;0,02;ESEC Do Rio Roosevelt;Não;UC;ESEC
2015;2,26;ESEC Do Rio Roosevelt;Não;UC;ESEC
2014;0,07;ESEC Do Rio Roosevelt;Não;UC;ESEC
2011;0,09;ESEC Do Rio Roosevelt;Não;UC;ESEC
2010;0,1;ESEC Do Rio Roosevelt;Não;UC;ESEC
2018;0,05;ESEC Do Sã­Tio Rangedor;Não;UC;ESEC
2020;15,36;ESEC Da Terra Do Meio;Sim;UC;ESEC
2019;33,02;ESEC Da Terra Do Meio;Sim;UC;ESEC
2018;12,85;ESEC Da Terra Do Meio;Sim;UC;ESEC
2017;11,44;ESEC Da Terra Do Meio;Sim;UC;ESEC
2016;8,52;ESEC Da Terra Do Meio;Sim;UC;ESEC
2015;3,13;ESEC Da Terra Do Meio;Sim;UC;ESEC
2014;1,29;ESEC Da Terra Do Meio;Sim;UC;ESEC
2013;0,55;ESEC Da Terra Do Meio;Sim;UC;ESEC
2012;3,9;ESEC Da Terra Do Meio;Sim;UC;ESEC
2011;0,62;ESEC Da Terra Do Meio;Sim;UC;ESEC
2010;4,98;ESEC Da Terra Do Meio;Sim;UC;ESEC
2009;2,39;ESEC Da Terra Do Meio;Sim;UC;ESEC
2008;3,38;ESEC Da Terra Do Meio;Sim;UC;ESEC
2019;0;ESEC De Cuniãƒ;Não;UC;ESEC
2019;0,01;ESEC De Cuniãƒ;Não;UC;ESEC
2017;0,07;ESEC De Cuniãƒ;Não;UC;ESEC
2017;0;ESEC De Cuniãƒ;Não;UC;ESEC
2016;0,09;ESEC De Cuniãƒ;Não;UC;ESEC
2013;0,16;ESEC De Cuniãƒ;Não;UC;ESEC
2012;0,51;ESEC De Cuniãƒ;Não;UC;ESEC
2011;0,15;ESEC De Cuniãƒ;Não;UC;ESEC
2008;0,08;ESEC De Cuniãƒ;Não;UC;ESEC
2020;0,09;ESEC De Iquãš;Não;UC;ESEC
2019;0,39;ESEC De Iquãš;Não;UC;ESEC
2013;0,22;ESEC De Iquãš;Não;UC;ESEC
2010;0,1;ESEC De Iquãš;Não;UC;ESEC
2009;0,18;ESEC De Iquãš;Não;UC;ESEC
2008;0,12;ESEC De Iquãš;Não;UC;ESEC
2008;0,06;ESEC De Jutaã-Solimã•Es;Não;UC;ESEC
2010;0,16;ESEC De Maracã;Não;UC;ESEC
2019;0,15;ESEC Do Grãƒo Parã;Sim;UC;ESEC
2010;3,84;ESEC Do Grãƒo Parã;Sim;UC;ESEC
2008;0,07;ESEC Do Grãƒo Parã;Sim;UC;ESEC
2011;0,45;ESEC Juami-Japurã;Não;UC;ESEC
2017;0,1;ESEC Samuel;Não;UC;ESEC
2008;2,16;ESEC Samuel;Não;UC;ESEC
2012;0,04;ESEC Serra Dos Trãšs Irmãƒos;Não;UC;ESEC
2019;0,17;FLOTA Canutama;Sim;UC;FLOTA
2018;0,16;FLOTA Canutama;Sim;UC;FLOTA
2013;0,13;FLOTA Canutama;Sim;UC;FLOTA
2012;0,07;FLOTA Canutama;Sim;UC;FLOTA
2011;0,15;FLOTA Canutama;Sim;UC;FLOTA
2010;0,1;FLOTA Canutama;Sim;UC;FLOTA
2009;0,2;FLOTA Canutama;Sim;UC;FLOTA
2019;0,53;FLOTA De Faro;Sim;UC;FLOTA
2018;0,73;FLOTA De Faro;Sim;UC;FLOTA
2017;0,76;FLOTA De Faro;Sim;UC;FLOTA
2017;0;FLOTA De Faro;Sim;UC;FLOTA
2016;0,65;FLOTA De Faro;Sim;UC;FLOTA
2015;0,63;FLOTA De Faro;Sim;UC;FLOTA
2013;0,43;FLOTA De Faro;Sim;UC;FLOTA
2012;0,3;FLOTA De Faro;Sim;UC;FLOTA
2011;0,37;FLOTA De Faro;Sim;UC;FLOTA
2011;0,04;FLOTA De Faro;Sim;UC;FLOTA
2010;0,85;FLOTA De Faro;Sim;UC;FLOTA
2010;0,05;FLOTA De Faro;Sim;UC;FLOTA
2009;0,48;FLOTA De Faro;Sim;UC;FLOTA
2008;0,57;FLOTA De Faro;Sim;UC;FLOTA
2020;18,18;FLOTA De Iriri;Sim;UC;FLOTA
2019;4,22;FLOTA De Iriri;Sim;UC;FLOTA
2018;1,09;FLOTA De Iriri;Sim;UC;FLOTA
2017;0,06;FLOTA De Iriri;Sim;UC;FLOTA
2016;0,25;FLOTA De Iriri;Sim;UC;FLOTA
2015;0,14;FLOTA De Iriri;Sim;UC;FLOTA
2014;0,34;FLOTA De Iriri;Sim;UC;FLOTA
2013;1,05;FLOTA De Iriri;Sim;UC;FLOTA
2012;2,17;FLOTA De Iriri;Sim;UC;FLOTA
2011;0,92;FLOTA De Iriri;Sim;UC;FLOTA
2010;1,32;FLOTA De Iriri;Sim;UC;FLOTA
2009;4,27;FLOTA De Iriri;Sim;UC;FLOTA
2008;8,04;FLOTA De Iriri;Sim;UC;FLOTA
2020;0,1;FLOTA De Rendimento Sustentado Araras;Não;UC;FLOTA
2018;0,14;FLOTA De Rendimento Sustentado Araras;Não;UC;FLOTA
2017;0,31;FLOTA De Rendimento Sustentado Araras;Não;UC;FLOTA
2016;0,3;FLOTA De Rendimento Sustentado Araras;Não;UC;FLOTA
2015;0,64;FLOTA De Rendimento Sustentado Araras;Não;UC;FLOTA
2014;0,32;FLOTA De Rendimento Sustentado Araras;Não;UC;FLOTA
2013;1,75;FLOTA De Rendimento Sustentado Araras;Não;UC;FLOTA
2012;0,63;FLOTA De Rendimento Sustentado Araras;Não;UC;FLOTA
2011;0,5;FLOTA De Rendimento Sustentado Araras;Não;UC;FLOTA
2010;0,66;FLOTA De Rendimento Sustentado Araras;Não;UC;FLOTA
2009;0,24;FLOTA De Rendimento Sustentado Araras;Não;UC;FLOTA
2008;0,44;FLOTA De Rendimento Sustentado Araras;Não;UC;FLOTA
2017;0,02;FLOTA De Rendimento Sustentado Cedro;Não;UC;FLOTA
2009;0,21;FLOTA De Rendimento Sustentado Cedro;Não;UC;FLOTA
2017;0,49;FLOTA De Rendimento Sustentado Do Rio Machado;Não;UC;FLOTA
2017;0;FLOTA De Rendimento Sustentado Do Rio Machado;Não;UC;FLOTA
2016;0,45;FLOTA De Rendimento Sustentado Do Rio Machado;Não;UC;FLOTA
2008;1,28;FLOTA De Rendimento Sustentado Do Rio Machado;Não;UC;FLOTA
2020;1,12;"FLOTA De Rendimento Sustentado Do Rio Madeira ""B""";Não;UC;FLOTA
2018;10,5;"FLOTA De Rendimento Sustentado Do Rio Madeira ""B""";Não;UC;FLOTA
2017;1,19;"FLOTA De Rendimento Sustentado Do Rio Madeira ""B""";Não;UC;FLOTA
